Asistencia_Escolar,s01a_03,s01a_02,area,depto,s01a_07_1,s01a_09,yhogpc,niv_ed,s06a_06,s06a_07,s06a_12,Grupo_Edad,Ingreso_log,Rural,Tiene_Electricidad,Agua_Red,Riesgo_Desercion
1,17.0,1.0,1.0,1.0,6.0,1.0,509.79998779296875,3.0,8.0,1.0,1.0,17-19 años,6.235978100260516,0,1,1,0
1,14.0,2.0,1.0,1.0,6.0,2.0,509.79998779296875,3.0,8.0,1.0,1.0,12-14 años,6.235978100260516,0,1,1,0
1,9.0,1.0,1.0,1.0,6.0,2.0,509.79998779296875,1.0,8.0,1.0,1.0,6-11 años,6.235978100260516,0,1,1,0
1,18.0,2.0,1.0,1.0,27.0,2.0,777.913330078125,4.0,5.0,1.0,1.0,17-19 años,6.657899781758308,0,1,1,0
1,19.0,2.0,1.0,1.0,6.0,2.0,626.9312744140625,4.0,5.0,1.0,1.0,17-19 años,6.442430724833284,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,626.9312744140625,1.0,5.0,1.0,1.0,12-14 años,6.442430724833284,0,1,1,0
1,12.0,2.0,1.0,1.0,6.0,2.0,626.9312744140625,2.0,5.0,1.0,1.0,12-14 años,6.442430724833284,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,626.9312744140625,1.0,5.0,1.0,1.0,6-11 años,6.442430724833284,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,626.9312744140625,1.0,5.0,1.0,1.0,6-11 años,6.442430724833284,0,1,1,0
1,19.0,1.0,1.0,1.0,27.0,2.0,958.6666870117188,3.0,5.0,1.0,1.0,17-19 años,6.8665860231441895,0,1,1,0
1,15.0,2.0,1.0,1.0,27.0,2.0,958.6666870117188,3.0,5.0,1.0,1.0,15-16 años,6.8665860231441895,0,1,1,0
1,6.0,1.0,1.0,1.0,6.0,2.0,958.6666870117188,0.0,5.0,1.0,1.0,6-11 años,6.8665860231441895,0,1,1,0
1,14.0,2.0,1.0,1.0,6.0,2.0,879.3333129882812,3.0,7.0,1.0,1.0,12-14 años,6.780300600518399,0,1,1,0
1,12.0,1.0,1.0,1.0,6.0,2.0,879.3333129882812,2.0,7.0,1.0,1.0,12-14 años,6.780300600518399,0,1,1,0
1,12.0,1.0,1.0,1.0,6.0,2.0,1641.0499267578125,2.0,7.0,1.0,1.0,12-14 años,7.4037006956145595,0,1,1,0
1,10.0,2.0,1.0,1.0,6.0,2.0,439.58331298828125,1.0,5.0,1.0,1.0,6-11 años,6.088099560269915,0,1,1,0
1,10.0,2.0,1.0,1.0,6.0,2.0,1740.0,1.0,5.0,1.0,1.0,6-11 años,7.462214939768189,0,1,1,0
1,19.0,2.0,1.0,1.0,6.0,2.0,2008.3333740234375,3.0,8.0,1.0,1.0,17-19 años,7.605558291328825,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,2425.858642578125,1.0,5.0,1.0,1.0,6-11 años,7.79435296034604,0,1,1,0
1,15.0,2.0,1.0,1.0,6.0,2.0,2425.858642578125,3.0,5.0,1.0,1.0,15-16 años,7.79435296034604,0,1,1,0
1,16.0,2.0,1.0,1.0,6.0,2.0,1427.5,3.0,5.0,1.0,1.0,15-16 años,7.2643802216708275,0,1,1,0
1,18.0,1.0,1.0,1.0,6.0,2.0,808.2733154296875,4.0,5.0,1.0,1.0,17-19 años,6.696136703549414,0,1,1,0
1,6.0,1.0,1.0,1.0,6.0,2.0,1108.562255859375,0.0,5.0,1.0,1.0,6-11 años,7.011720852433759,0,1,1,0
1,15.0,1.0,1.0,1.0,6.0,2.0,819.0,3.0,5.0,2.0,1.0,15-16 años,6.709304340258299,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,819.0,1.0,5.0,2.0,1.0,6-11 años,6.709304340258299,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,819.0,1.0,5.0,2.0,1.0,6-11 años,6.709304340258299,0,1,1,0
1,7.0,2.0,1.0,1.0,27.0,2.0,478.9444580078125,0.0,5.0,2.0,1.0,6-11 años,6.173670384723007,0,1,1,0
1,13.0,1.0,1.0,1.0,6.0,2.0,452.46429443359375,1.0,5.0,2.0,1.0,12-14 años,6.116916533122801,0,1,1,0
1,9.0,2.0,1.0,1.0,6.0,2.0,452.46429443359375,1.0,5.0,2.0,1.0,6-11 años,6.116916533122801,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,452.46429443359375,1.0,5.0,2.0,1.0,6-11 años,6.116916533122801,0,1,1,0
1,8.0,2.0,1.0,1.0,27.0,2.0,729.9888305664062,1.0,5.0,2.0,1.0,6-11 años,6.594398179970124,0,1,1,0
1,17.0,1.0,1.0,1.0,6.0,2.0,1730.0,3.0,5.0,1.0,1.0,17-19 años,7.456454555176209,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,1730.0,3.0,5.0,1.0,1.0,15-16 años,7.456454555176209,0,1,1,0
1,19.0,2.0,1.0,1.0,6.0,2.0,3182.333251953125,4.0,5.0,1.0,1.0,17-19 años,8.065684119242203,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,3182.333251953125,3.0,5.0,1.0,1.0,15-16 años,8.065684119242203,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,3182.333251953125,3.0,5.0,1.0,1.0,12-14 años,8.065684119242203,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,1525.111328125,3.0,8.0,1.0,1.0,12-14 años,7.330478163393727,0,1,1,0
1,11.0,1.0,1.0,1.0,6.0,2.0,1525.111328125,1.0,8.0,1.0,1.0,6-11 años,7.330478163393727,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,2125.0,1.0,5.0,1.0,1.0,6-11 años,7.661997558901893,0,1,1,0
1,18.0,2.0,1.0,1.0,6.0,2.0,375.0,3.0,5.0,1.0,1.0,17-19 años,5.929589143389895,0,1,1,0
1,16.0,2.0,1.0,1.0,6.0,2.0,375.0,3.0,5.0,1.0,1.0,15-16 años,5.929589143389895,0,1,1,0
1,16.0,2.0,1.0,1.0,6.0,2.0,1309.5833740234375,3.0,8.0,1.0,1.0,15-16 años,7.178227640750047,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,1582.5,1.0,7.0,2.0,1.0,6-11 años,7.367392865978695,0,1,1,0
1,8.0,1.0,1.0,1.0,6.0,2.0,1582.5,1.0,7.0,2.0,1.0,6-11 años,7.367392865978695,0,1,1,0
1,16.0,2.0,1.0,1.0,6.0,2.0,1730.357177734375,3.0,5.0,1.0,1.0,15-16 años,7.456660875736052,0,1,1,0
1,15.0,2.0,1.0,1.0,6.0,2.0,1730.357177734375,3.0,5.0,1.0,1.0,15-16 años,7.456660875736052,0,1,1,0
0,19.0,1.0,1.0,1.0,6.0,2.0,1483.2166748046875,4.0,5.0,1.0,1.0,17-19 años,7.302642420350087,0,1,1,1
1,15.0,1.0,1.0,1.0,6.0,2.0,1483.2166748046875,3.0,5.0,1.0,1.0,15-16 años,7.302642420350087,0,1,1,0
1,15.0,1.0,1.0,1.0,6.0,2.0,3619.833251953125,3.0,6.0,1.0,1.0,15-16 años,8.194459458429991,0,1,1,0
1,11.0,1.0,1.0,1.0,6.0,2.0,3619.833251953125,1.0,6.0,1.0,1.0,6-11 años,8.194459458429991,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,1711.4693603515625,3.0,5.0,1.0,1.0,15-16 años,7.44569167821081,0,1,1,0
1,15.0,1.0,1.0,1.0,6.0,2.0,1711.4693603515625,3.0,5.0,1.0,1.0,15-16 años,7.44569167821081,0,1,1,0
1,13.0,1.0,1.0,1.0,6.0,2.0,1711.4693603515625,3.0,5.0,1.0,1.0,12-14 años,7.44569167821081,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,1167.7777099609375,3.0,5.0,1.0,1.0,15-16 años,7.063713789379328,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,2255.77490234375,3.0,8.0,1.0,1.0,12-14 años,7.721692038721903,0,1,1,0
1,11.0,2.0,1.0,1.0,6.0,2.0,1543.800048828125,1.0,5.0,1.0,1.0,6-11 años,7.342649762722361,0,1,1,0
1,11.0,1.0,1.0,1.0,6.0,1.0,779.7916870117188,1.0,5.0,1.0,1.0,6-11 años,6.660308388284673,0,1,1,0
1,19.0,1.0,1.0,1.0,6.0,2.0,879.888916015625,3.0,5.0,1.0,1.0,17-19 años,6.780931529468335,0,1,1,0
1,6.0,1.0,1.0,1.0,6.0,2.0,879.888916015625,1.0,5.0,1.0,1.0,6-11 años,6.780931529468335,0,1,1,0
1,18.0,2.0,1.0,1.0,27.0,2.0,938.1266479492188,3.0,6.0,1.0,1.0,17-19 años,6.844950345458682,0,1,1,0
1,11.0,2.0,1.0,1.0,6.0,2.0,938.1266479492188,1.0,6.0,1.0,1.0,6-11 años,6.844950345458682,0,1,1,0
1,12.0,1.0,1.0,1.0,6.0,2.0,954.7649536132812,2.0,8.0,1.0,1.0,12-14 años,6.862512018400536,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,954.7649536132812,1.0,8.0,1.0,1.0,6-11 años,6.862512018400536,0,1,1,0
1,6.0,2.0,1.0,1.0,6.0,2.0,1220.0,0.0,7.0,1.0,1.0,6-11 años,7.107425474110705,0,1,1,0
1,17.0,2.0,1.0,1.0,6.0,2.0,509.1428527832031,3.0,8.0,1.0,1.0,17-19 años,6.234690789993188,0,1,1,0
1,15.0,1.0,1.0,1.0,6.0,2.0,509.1428527832031,3.0,8.0,1.0,1.0,15-16 años,6.234690789993188,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,509.1428527832031,3.0,8.0,1.0,1.0,12-14 años,6.234690789993188,0,1,1,0
1,9.0,2.0,1.0,1.0,6.0,2.0,509.1428527832031,1.0,8.0,1.0,1.0,6-11 años,6.234690789993188,0,1,1,0
1,7.0,1.0,1.0,1.0,6.0,2.0,509.1428527832031,1.0,8.0,1.0,1.0,6-11 años,6.234690789993188,0,1,1,0
1,19.0,2.0,1.0,1.0,6.0,2.0,1095.8333740234375,4.0,8.0,1.0,1.0,17-19 años,7.000182556325864,0,1,1,0
1,16.0,2.0,1.0,1.0,6.0,2.0,1095.8333740234375,3.0,8.0,1.0,1.0,15-16 años,7.000182556325864,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,1095.8333740234375,1.0,8.0,1.0,1.0,6-11 años,7.000182556325864,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,1020.0,3.0,5.0,1.0,1.0,15-16 años,6.928537818164665,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,1020.0,2.0,5.0,1.0,1.0,12-14 años,6.928537818164665,0,1,1,0
1,7.0,1.0,1.0,1.0,6.0,2.0,762.0833129882812,0.0,5.0,1.0,1.0,6-11 años,6.637367216658093,0,1,1,0
1,6.0,1.0,1.0,1.0,6.0,2.0,762.0833129882812,0.0,5.0,1.0,1.0,6-11 años,6.637367216658093,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,877.7777709960938,1.0,8.0,1.0,1.0,6-11 años,6.7785320454660205,0,1,1,0
1,12.0,1.0,1.0,1.0,6.0,2.0,1897.7083740234375,3.0,6.0,2.0,1.0,12-14 años,7.548929130838041,0,1,1,0
0,19.0,2.0,1.0,1.0,6.0,2.0,1988.8416748046875,4.0,1.0,2.0,1.0,17-19 años,7.595810354153787,0,1,1,1
1,18.0,2.0,1.0,1.0,6.0,2.0,776.0,3.0,8.0,1.0,1.0,17-19 años,6.655440350367647,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,776.0,3.0,8.0,1.0,1.0,12-14 años,6.655440350367647,0,1,1,0
1,17.0,2.0,1.0,1.0,6.0,2.0,1196.0999755859375,3.0,5.0,1.0,1.0,17-19 años,7.087657223862985,0,1,1,0
1,9.0,1.0,1.0,1.0,6.0,2.0,1758.75,1.0,6.0,1.0,1.0,6-11 años,7.472927032488241,0,1,1,0
1,14.0,2.0,1.0,1.0,6.0,2.0,989.8800048828125,3.0,8.0,1.0,1.0,12-14 años,6.898593442117504,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,989.8800048828125,1.0,8.0,1.0,1.0,6-11 años,6.898593442117504,0,1,1,0
1,18.0,1.0,1.0,1.0,6.0,2.0,989.8800048828125,3.0,8.0,1.0,1.0,17-19 años,6.898593442117504,0,1,1,0
1,17.0,2.0,1.0,1.0,27.0,2.0,2454.0,3.0,8.0,1.0,1.0,17-19 años,7.805882040228621,0,1,1,0
1,14.0,2.0,1.0,1.0,6.0,2.0,1134.699951171875,3.0,8.0,2.0,1.0,12-14 años,7.035004436903741,0,1,1,0
1,10.0,2.0,1.0,1.0,6.0,2.0,1134.699951171875,1.0,8.0,2.0,1.0,6-11 años,7.035004436903741,0,1,1,0
1,17.0,1.0,1.0,1.0,6.0,2.0,1421.0556640625,3.0,8.0,1.0,1.0,17-19 años,7.259858754507381,0,1,1,0
1,15.0,1.0,1.0,1.0,6.0,2.0,1421.0556640625,3.0,8.0,1.0,1.0,15-16 años,7.259858754507381,0,1,1,0
0,19.0,1.0,1.0,1.0,6.0,2.0,1726.033447265625,3.0,5.0,1.0,1.0,17-19 años,7.454160445223539,0,1,1,1
1,11.0,2.0,1.0,1.0,6.0,2.0,1726.033447265625,1.0,5.0,1.0,1.0,6-11 años,7.454160445223539,0,1,1,0
1,9.0,2.0,1.0,1.0,6.0,2.0,1726.033447265625,1.0,5.0,1.0,1.0,6-11 años,7.454160445223539,0,1,1,0
1,15.0,1.0,1.0,1.0,6.0,2.0,878.875,3.0,5.0,1.0,1.0,15-16 años,6.7797798519282955,0,1,1,0
1,7.0,1.0,1.0,1.0,6.0,2.0,878.875,1.0,5.0,1.0,1.0,6-11 años,6.7797798519282955,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,216.5,3.0,5.0,1.0,1.0,15-16 años,5.382198850528739,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,216.5,1.0,5.0,1.0,1.0,6-11 años,5.382198850528739,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,726.25,1.0,5.0,1.0,1.0,6-11 años,6.589270297375311,0,1,1,0
1,19.0,2.0,1.0,1.0,6.0,2.0,675.9743041992188,3.0,5.0,1.0,1.0,17-19 años,6.517633316799364,0,1,1,0
1,15.0,1.0,1.0,1.0,6.0,2.0,675.9743041992188,3.0,5.0,1.0,1.0,15-16 años,6.517633316799364,0,1,1,0
1,13.0,1.0,1.0,1.0,6.0,2.0,675.9743041992188,3.0,5.0,1.0,1.0,12-14 años,6.517633316799364,0,1,1,0
1,13.0,1.0,1.0,1.0,6.0,2.0,1396.6666259765625,1.0,5.0,1.0,1.0,12-14 años,7.242559429389771,0,1,1,0
1,10.0,1.0,1.0,1.0,6.0,2.0,1396.6666259765625,1.0,5.0,1.0,1.0,6-11 años,7.242559429389771,0,1,1,0
1,19.0,1.0,1.0,1.0,6.0,2.0,1300.0,4.0,5.0,1.0,1.0,17-19 años,7.170888478512505,0,1,1,0
1,16.0,2.0,1.0,1.0,6.0,2.0,821.6000366210938,3.0,6.0,1.0,1.0,15-16 años,6.712470100315036,0,1,1,0
1,18.0,2.0,1.0,1.0,6.0,2.0,665.5556030273438,4.0,5.0,1.0,1.0,17-19 años,6.502123561536424,0,1,1,0
1,13.0,2.0,1.0,1.0,6.0,2.0,665.5556030273438,3.0,5.0,1.0,1.0,12-14 años,6.502123561536424,0,1,1,0
1,18.0,2.0,1.0,1.0,6.0,2.0,1756.425048828125,3.0,8.0,1.0,1.0,17-19 años,7.47160497630495,0,1,1,0
1,12.0,1.0,1.0,1.0,6.0,2.0,2200.0,2.0,6.0,1.0,1.0,12-14 años,7.696667081526462,0,1,1,0
1,19.0,2.0,1.0,1.0,6.0,2.0,2038.3333740234375,5.0,6.0,1.0,1.0,17-19 años,7.620378255995389,0,1,1,0
1,12.0,2.0,1.0,1.0,6.0,2.0,2038.3333740234375,2.0,6.0,1.0,1.0,12-14 años,7.620378255995389,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,1333.291748046875,1.0,8.0,1.0,1.0,6-11 años,7.196155904248156,0,1,1,0
1,15.0,2.0,1.0,1.0,6.0,2.0,1106.25,3.0,8.0,1.0,1.0,15-16 años,7.009634742803308,0,1,1,0
1,12.0,2.0,1.0,1.0,6.0,2.0,1106.25,1.0,8.0,1.0,1.0,12-14 años,7.009634742803308,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,2935.41650390625,3.0,8.0,1.0,1.0,15-16 años,7.984945240676577,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,2935.41650390625,3.0,8.0,1.0,1.0,12-14 años,7.984945240676577,0,1,1,0
1,16.0,2.0,1.0,1.0,6.0,2.0,4554.16650390625,3.0,8.0,1.0,1.0,15-16 años,8.424017363121749,0,1,1,0
1,12.0,2.0,1.0,1.0,6.0,2.0,3833.333251953125,3.0,8.0,1.0,1.0,12-14 años,8.251750840003817,0,1,1,0
1,6.0,1.0,1.0,1.0,6.0,2.0,1550.322265625,0.0,8.0,1.0,1.0,6-11 años,7.346862920848738,0,1,1,0
1,19.0,1.0,1.0,1.0,6.0,2.0,2442.708251953125,4.0,5.0,1.0,1.0,17-19 años,7.8012719399880055,0,1,1,0
1,7.0,2.0,1.0,1.0,6.0,2.0,2442.708251953125,1.0,5.0,1.0,1.0,6-11 años,7.8012719399880055,0,1,1,0
1,10.0,2.0,1.0,1.0,6.0,2.0,983.5416870117188,1.0,5.0,1.0,1.0,6-11 años,6.892176240516113,0,1,1,0
1,9.0,1.0,1.0,1.0,6.0,2.0,983.5416870117188,1.0,5.0,1.0,1.0,6-11 años,6.892176240516113,0,1,1,0
1,16.0,1.0,1.0,1.0,6.0,2.0,166.55555725097656,3.0,8.0,1.0,1.0,15-16 años,5.121314981350242,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,166.55555725097656,3.0,8.0,1.0,1.0,12-14 años,5.121314981350242,0,1,1,0
1,6.0,1.0,1.0,1.0,6.0,2.0,704.1666870117188,0.0,5.0,2.0,1.0,6-11 años,6.558434210343421,0,1,1,0
1,12.0,1.0,1.0,1.0,6.0,2.0,2450.66259765625,1.0,8.0,1.0,1.0,12-14 años,7.804521684674515,0,1,1,0
1,11.0,1.0,1.0,1.0,6.0,2.0,2811.383544921875,1.0,5.0,2.0,1.0,6-11 años,7.941787639405413,0,1,1,0
1,18.0,2.0,1.0,1.0,6.0,2.0,626.25,3.0,5.0,2.0,1.0,17-19 años,6.441345185246532,0,1,1,0
1,14.0,2.0,1.0,1.0,6.0,2.0,626.25,3.0,5.0,2.0,1.0,12-14 años,6.441345185246532,0,1,1,0
1,6.0,2.0,1.0,1.0,6.0,2.0,626.25,0.0,5.0,2.0,1.0,6-11 años,6.441345185246532,0,1,1,0
1,16.0,2.0,1.0,1.0,27.0,2.0,1396.25,3.0,8.0,1.0,1.0,15-16 años,7.242261298149807,0,1,1,0
1,9.0,1.0,1.0,1.0,6.0,2.0,1396.25,1.0,8.0,1.0,1.0,6-11 años,7.242261298149807,0,1,1,0
1,8.0,1.0,1.0,1.0,6.0,2.0,3823.333251953125,1.0,8.0,1.0,1.0,6-11 años,8.249139417851453,0,1,1,0
1,11.0,2.0,1.0,1.0,6.0,2.0,694.5,1.0,8.0,1.0,1.0,6-11 años,6.544631011363498,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,675.4166259765625,1.0,5.0,2.0,1.0,6-11 años,6.51680919681779,0,1,1,0
1,11.0,1.0,1.0,1.0,6.0,2.0,1843.0166015625,1.0,5.0,1.0,1.0,6-11 años,7.519701407092552,0,1,1,0
1,8.0,2.0,1.0,1.0,6.0,2.0,1843.0166015625,1.0,5.0,1.0,1.0,6-11 años,7.519701407092552,0,1,1,0
1,14.0,1.0,1.0,1.0,6.0,2.0,1132.5,3.0,5.0,9.0,1.0,12-14 años,7.033065469947584,0,1,0,0
1,11.0,1.0,1.0,1.0,6.0,2.0,2796.027587890625,1.0,8.0,10.0,1.0,6-11 años,7.936312556539311,0,1,0,0
1,18.0,2.0,1.0,1.0,6.0,2.0,1925.9473876953125,3.0,5.0,1.0,1.0,17-19 años,7.563692365340713,0,1,1,0
1,7.0,2.0,1.0,1.0,6.0,2.0,1925.9473876953125,1.0,5.0,1.0,1.0,6-11 años,7.563692365340713,0,1,1,0
0,19.0,2.0,1.0,1.0,27.0,2.0,1191.75,4.0,5.0,2.0,1.0,17-19 años,7.084016844396216,0,1,1,1
1,16.0,2.0,1.0,1.0,27.0,2.0,1191.75,3.0,5.0,2.0,1.0,15-16 años,7.084016844396216,0,1,1,0
1,14.0,1.0,1.0,1.0,27.0,2.0,1191.75,3.0,5.0,2.0,1.0,12-14 años,7.084016844396216,0,1,1,0
